ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,ClasseGENERE,N_ClasseGENERE
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea,7,"Engineering, manufacturing and construction",Prev_M,7
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,2
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea,9,Health and welfare,Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea,9,Health and welfare,Prev_F,3
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,4,"Business, administration and law",Prev_M,2
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,2
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,3
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,11
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,3
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale,9,Health and welfare,Prev_F,5
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_F,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_M,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_F,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Vecchio Ordinamento,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2022/2023,04201,Ancona - Universita' Politecnica delle Marche,Marche,Vecchio Ordinamento,9,Health and welfare,Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,1,Education,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,2,Arts and humanities,Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,2,Arts and humanities,Prev_F,4
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,3,"Social sciences, journalism and information",Neutri,3
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,3,"Social sciences, journalism and information",Prev_F,3
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,4,"Business, administration and law",Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,4,"Business, administration and law",Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,4,"Business, administration and law",Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,4
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,2
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea,9,Health and welfare,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,1,Education,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,2,Arts and humanities,Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,2,Arts and humanities,Prev_F,5
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,2,Arts and humanities,Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,2
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,5
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,9,Health and welfare,Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,9,Health and welfare,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale,9,Health and welfare,Prev_M,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale Ciclo Unico,2,Arts and humanities,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Vecchio Ordinamento,1,Education,Prev_F,2
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Vecchio Ordinamento,3,"Social sciences, journalism and information",Neutri,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2022/2023,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,1,Education,Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Neutri,2
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Prev_F,2
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,4,"Business, administration and law",Neutri,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,4,"Business, administration and law",Prev_F,2
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,2
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,4
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea,9,Health and welfare,Prev_F,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,1,Education,Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,2,Arts and humanities,Prev_F,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Prev_F,2
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,5
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,4
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,9,Health and welfare,Prev_F,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale,9,Health and welfare,Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,3
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,1,Education,Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2022/2023,03801,Ferrara - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,9,Health and welfare,Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,1,Education,Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Neutri,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Prev_F,7
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Neutri,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Prev_F,6
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Prev_M,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,4,"Business, administration and law",Neutri,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,4,"Business, administration and law",Prev_F,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,4
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,7,"Engineering, manufacturing and construction",Neutri,4
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,7,"Engineering, manufacturing and construction",Prev_M,4
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,9,Health and welfare,Neutri,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea,9,Health and welfare,Prev_F,5
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,1,Education,Prev_F,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,2,Arts and humanities,Neutri,4
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,2,Arts and humanities,Prev_F,11
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,2,Arts and humanities,Prev_M,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,5
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,11
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Neutri,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Prev_F,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,7
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,6
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,5
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Neutri,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,12
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,9,Health and welfare,Neutri,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale,9,Health and welfare,Prev_F,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,2,Arts and humanities,Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,3
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,1,Education,Prev_F,2
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Neutri,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2022/2023,03701,Bologna - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,1,Education,Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Neutri,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Prev_F,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Prev_M,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,4,"Business, administration and law",Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,4,"Business, administration and law",Prev_F,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,3
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,4
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,7,"Engineering, manufacturing and construction",Prev_M,5
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea,9,Health and welfare,Prev_F,4
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,1,Education,Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,2,Arts and humanities,Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,2,Arts and humanities,Prev_F,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,3
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,4,"Business, administration and law",Prev_M,3
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,3
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,2
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,4
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,8
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,9,Health and welfare,Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale,9,Health and welfare,Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,4
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,1,Education,Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_M,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Neutri,1
2022/2023,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia Romagna,Vecchio Ordinamento,9,Health and welfare,Prev_F,1
2022/2023,03401,Parma - Universita' degli studi,Emilia Romagna,Laurea,1,Education,Prev_F,1
2022/2023,03401,Parma - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Neutri,1
2022/2023,03401,Parma - Universita' degli studi,Emilia Romagna,Laurea,2,Arts and humanities,Prev_F,6
2022/2023,03401,Parma - Universita' degli studi,Emilia Romagna,Laurea,3,"Social sciences, journalism and information",Neutri,1
