ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,ClasseGENERE,N_ClasseGENERE
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_M,1
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,1,Education,Prev_F,2
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Neutri,1
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2023/2024,06601,L'Aquila - Universita' degli studi,Abruzzo,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,1,Education,Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,2,Arts and humanities,Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,2,Arts and humanities,Prev_F,6
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,3,"Social sciences, journalism and information",Neutri,4
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,4,"Business, administration and law",Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,4,"Business, administration and law",Prev_F,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,3
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,7,"Engineering, manufacturing and construction",Prev_M,4
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,9,Health and welfare,Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,9,Health and welfare,Prev_F,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea,9,Health and welfare,Prev_M,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,1,Education,Prev_F,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,2,Arts and humanities,Neutri,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,2,Arts and humanities,Prev_F,5
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,9
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,3
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,4
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,6
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale,9,Health and welfare,Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Vecchio Ordinamento,1,Education,Prev_F,2
2023/2024,06501,Salerno - Universita' degli studi,Campania,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,06501,Salerno - Universita' degli studi,Campania,Vecchio Ordinamento,4,"Business, administration and law",Prev_M,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea,1,Education,Prev_F,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea,2,Arts and humanities,Neutri,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea,2,Arts and humanities,Prev_F,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea,4,"Business, administration and law",Prev_M,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea,7,"Engineering, manufacturing and construction",Prev_M,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea Magistrale,1,Education,Prev_F,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea Magistrale,2,Arts and humanities,Prev_F,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,1
2023/2024,06307,"Napoli - Universita' telematica ""Pegaso""",Campania,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Neutri,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,2,Arts and humanities,Prev_F,4
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,3,"Social sciences, journalism and information",Neutri,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,4,"Business, administration and law",Neutri,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,4,"Business, administration and law",Prev_F,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,5
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,7,"Engineering, manufacturing and construction",Prev_F,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,7,"Engineering, manufacturing and construction",Prev_M,4
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,9,Health and welfare,Neutri,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea,9,Health and welfare,Prev_F,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,2,Arts and humanities,Prev_F,5
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,3
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,3
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,4,"Business, administration and law",Neutri,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,5
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,9
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale,9,Health and welfare,Prev_F,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,3
2023/2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_M,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea,1,Education,Prev_F,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea,2,Arts and humanities,Prev_F,3
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea,4,"Business, administration and law",Neutri,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea,9,Health and welfare,Prev_F,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale,1,Education,Prev_F,2
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale,2,Arts and humanities,Neutri,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale,2,Arts and humanities,Prev_F,4
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,3
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale,9,Health and welfare,Prev_F,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale Ciclo Unico,2,Arts and humanities,Prev_F,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Vecchio Ordinamento,1,Education,Prev_F,2
2023/2024,06304,"Napoli - Universita' degli studi ""Suor Orsola Benincasa""",Campania,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Laurea,2,Arts and humanities,Prev_F,6
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Laurea,2,Arts and humanities,Prev_M,1
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Laurea Magistrale,2,Arts and humanities,Prev_F,6
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Laurea Magistrale,2,Arts and humanities,Prev_M,1
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,3
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2023/2024,06303,"Napoli - Universita' degli studi ""L' Orientale""",Campania,Vecchio Ordinamento,3,"Social sciences, journalism and information",Neutri,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,3,"Social sciences, journalism and information",Neutri,2
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,4,"Business, administration and law",Neutri,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,4,"Business, administration and law",Prev_F,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,3
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,3
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea,9,Health and welfare,Prev_F,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea Magistrale,1,Education,Neutri,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea Magistrale,1,Education,Prev_F,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2023/2024,06302,"Napoli - Universita' degli studi ""Parthenope""",Campania,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
