ANNO,CODICE_ATENEO,NOME_ATENEO,REGIONE,GRADE,GENERE,CLASSE_ETA',N_AcStaff
2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,D,F,< 35,35
2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,C,M,45 - 54,7
2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,C,M,35 - 44,20
2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,C,M,>= 55,7
2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,D,M,< 35,34
2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,A,F,>= 55,7
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,45 - 54,8
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,F,>= 55,1
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,M,>= 55,1
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,M,< 35,9
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,F,35 - 44,5
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,F,< 35,9
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,45 - 54,4
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,35 - 44,28
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,F,35 - 44,1
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,< 35,4
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,F,45 - 54,2
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,35 - 44,10
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,>= 55,3
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,< 35,6
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,M,45 - 54,21
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,M,35 - 44,8
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,M,>= 55,12
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,F,45 - 54,8
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,>= 55,4
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,M,45 - 54,4
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,F,< 35,10
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,D,M,>= 55,1
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,D,M,< 35,3
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,D,F,35 - 44,3
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,D,F,< 35,3
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,M,>= 55,4
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,F,45 - 54,2
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,F,>= 55,3
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,F,< 35,1
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,M,45 - 54,17
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,M,35 - 44,3
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,M,>= 55,5
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,F,45 - 54,6
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,F,35 - 44,1
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,F,>= 55,1
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,M,45 - 54,1
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,M,>= 55,3
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,F,35 - 44,4
2024,05807,Roma - III Universita' degli studi,Lazio,A,M,>= 55,185
2024,05807,Roma - III Universita' degli studi,Lazio,C,F,< 35,13
2024,05807,Roma - III Universita' degli studi,Lazio,B,M,45 - 54,86
2024,05807,Roma - III Universita' degli studi,Lazio,B,M,35 - 44,36
2024,05807,Roma - III Universita' degli studi,Lazio,B,M,>= 55,70
2024,05807,Roma - III Universita' degli studi,Lazio,B,F,45 - 54,82
2024,05807,Roma - III Universita' degli studi,Lazio,B,F,35 - 44,46
2024,05807,Roma - III Universita' degli studi,Lazio,B,F,>= 55,48
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,F,35 - 44,1
2024,05807,Roma - III Universita' degli studi,Lazio,A,M,35 - 44,5
2024,05807,Roma - III Universita' degli studi,Lazio,C,F,45 - 54,22
2024,05807,Roma - III Universita' degli studi,Lazio,A,F,45 - 54,33
2024,05807,Roma - III Universita' degli studi,Lazio,A,F,35 - 44,3
2024,05807,Roma - III Universita' degli studi,Lazio,A,F,>= 55,87
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,M,35 - 44,1
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,M,< 35,5
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,F,45 - 54,1
2024,06306,"Napoli - Universita' degli studi della Campania ""Luigi Vanvitelli""",Campania,D,F,45 - 54,5
2024,05807,Roma - III Universita' degli studi,Lazio,A,M,45 - 54,70
2024,05807,Roma - III Universita' degli studi,Lazio,D,F,45 - 54,14
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,F,45 - 54,3
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,M,35 - 44,3
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,M,>= 55,27
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,F,45 - 54,6
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,F,>= 55,6
2024,05807,Roma - III Universita' degli studi,Lazio,D,M,45 - 54,11
2024,05807,Roma - III Universita' degli studi,Lazio,D,M,35 - 44,48
2024,05807,Roma - III Universita' degli studi,Lazio,C,F,>= 55,19
2024,05807,Roma - III Universita' degli studi,Lazio,D,M,< 35,95
2024,05807,Roma - III Universita' degli studi,Lazio,C,F,35 - 44,56
2024,05807,Roma - III Universita' degli studi,Lazio,D,F,35 - 44,54
2024,05807,Roma - III Universita' degli studi,Lazio,D,F,>= 55,4
2024,05807,Roma - III Universita' degli studi,Lazio,D,F,< 35,108
2024,05807,Roma - III Universita' degli studi,Lazio,C,M,45 - 54,40
2024,05807,Roma - III Universita' degli studi,Lazio,C,M,35 - 44,57
2024,05807,Roma - III Universita' degli studi,Lazio,C,M,>= 55,18
2024,05807,Roma - III Universita' degli studi,Lazio,C,M,< 35,30
2024,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,F,>= 55,8
2024,05807,Roma - III Universita' degli studi,Lazio,D,M,>= 55,3
2024,05812,Roma - Universita' Europea,Lazio,B,M,45 - 54,6
2024,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,D,M,35 - 44,1
2024,05812,Roma - Universita' Europea,Lazio,C,M,45 - 54,2
2024,05812,Roma - Universita' Europea,Lazio,C,M,35 - 44,2
2024,05812,Roma - Universita' Europea,Lazio,C,M,>= 55,1
2024,05812,Roma - Universita' Europea,Lazio,C,M,< 35,3
2024,05812,Roma - Universita' Europea,Lazio,C,F,45 - 54,2
2024,05812,Roma - Universita' Europea,Lazio,C,F,35 - 44,6
2024,05812,Roma - Universita' Europea,Lazio,D,F,35 - 44,1
2024,05812,Roma - Universita' Europea,Lazio,C,F,< 35,1
2024,05812,Roma - Universita' Europea,Lazio,D,M,< 35,1
2024,05812,Roma - Universita' Europea,Lazio,B,M,35 - 44,8
2024,05812,Roma - Universita' Europea,Lazio,B,M,>= 55,3
2024,05812,Roma - Universita' Europea,Lazio,B,F,45 - 54,5
2024,05812,Roma - Universita' Europea,Lazio,B,F,>= 55,4
2024,05812,Roma - Universita' Europea,Lazio,A,M,45 - 54,6
2024,05812,Roma - Universita' Europea,Lazio,A,M,>= 55,4
2024,05812,Roma - Universita' Europea,Lazio,A,F,45 - 54,4
2024,05812,Roma - Universita' Europea,Lazio,C,F,>= 55,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,B,M,45 - 54,9
2024,05814,Roma - Universitas telematica Mercatorum,Lazio,A,F,< 35,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,D,M,35 - 44,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,M,45 - 54,2
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,M,35 - 44,3
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,M,>= 55,2
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,F,45 - 54,5
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,F,35 - 44,1
2024,05812,Roma - Universita' Europea,Lazio,D,F,< 35,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,F,< 35,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,D,M,35 - 44,3
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,B,M,35 - 44,3
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,B,M,>= 55,7
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,B,F,45 - 54,4
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,B,F,35 - 44,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,B,F,>= 55,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,A,M,>= 55,1
2024,05812,Roma - Universita' Europea,Lazio,D,M,35 - 44,1
2024,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,C,F,>= 55,3
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,M,35 - 44,6
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,D,F,< 35,1
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,M,45 - 54,3
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,M,35 - 44,3
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,M,>= 55,4
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,M,< 35,5
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,F,45 - 54,3
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,F,35 - 44,1
2024,05812,Roma - Universita' Europea,Lazio,A,F,>= 55,5
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,M,45 - 54,16
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,A,F,45 - 54,5
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,M,>= 55,6
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,F,45 - 54,9
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,F,35 - 44,6
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,F,>= 55,3
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,M,45 - 54,5
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,M,35 - 44,1
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,M,>= 55,5
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,C,F,< 35,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,C,F,< 35,5
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,M,45 - 54,1
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,D,M,< 35,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,D,F,35 - 44,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,D,F,< 35,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,C,M,45 - 54,1
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,C,M,35 - 44,6
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,C,M,< 35,6
2024,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,D,F,35 - 44,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,C,F,35 - 44,7
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,A,F,>= 55,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,B,M,45 - 54,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,B,M,35 - 44,2
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,B,M,>= 55,4
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,B,F,45 - 54,3
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,B,F,35 - 44,4
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,A,M,45 - 54,7
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,A,M,>= 55,3
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,D,M,45 - 54,1
2024,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,C,F,45 - 54,5
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,>= 55,389
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,M,35 - 44,54
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,>= 55,125
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,< 35,97
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,45 - 54,95
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,35 - 44,228
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,>= 55,112
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,< 35,72
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,45 - 54,95
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,35 - 44,125
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,< 35,493
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,< 35,3
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,F,45 - 54,253
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,F,35 - 44,77
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,F,>= 55,328
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,M,45 - 54,163
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,M,35 - 44,20
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,M,>= 55,515
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,45 - 54,335
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,F,>= 55,72
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,F,35 - 44,1
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,F,45 - 54,75
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,F,35 - 44,28
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,F,>= 55,101
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,M,45 - 54,62
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,M,35 - 44,3
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,M,>= 55,213
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,35 - 44,227
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,F,35 - 44,1
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,F,>= 55,242
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,45 - 54,30
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,35 - 44,152
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,>= 55,12
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,< 35,478
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,45 - 54,29
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,35 - 44,177
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,>= 55,7
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,F,45 - 54,27
2024,05403,Perugia - Universita' per stranieri,Umbria,D,M,< 35,3
2024,05601,Viterbo - Universita' della Tuscia,Lazio,B,F,45 - 54,23
2024,05601,Viterbo - Universita' della Tuscia,Lazio,B,F,35 - 44,6
2024,05601,Viterbo - Universita' della Tuscia,Lazio,B,F,>= 55,35
2024,05601,Viterbo - Universita' della Tuscia,Lazio,A,M,45 - 54,15
2024,05601,Viterbo - Universita' della Tuscia,Lazio,A,M,>= 55,50
2024,05601,Viterbo - Universita' della Tuscia,Lazio,A,F,45 - 54,1
2024,05601,Viterbo - Universita' della Tuscia,Lazio,A,F,>= 55,12
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,F,45 - 54,68
2024,05403,Perugia - Universita' per stranieri,Umbria,D,M,35 - 44,1
2024,05601,Viterbo - Universita' della Tuscia,Lazio,B,M,45 - 54,39
2024,05403,Perugia - Universita' per stranieri,Umbria,D,F,45 - 54,1
2024,05403,Perugia - Universita' per stranieri,Umbria,D,F,35 - 44,1
2024,05403,Perugia - Universita' per stranieri,Umbria,D,F,< 35,5
2024,05403,Perugia - Universita' per stranieri,Umbria,C,M,45 - 54,3
2024,05403,Perugia - Universita' per stranieri,Umbria,C,M,35 - 44,5
2024,05403,Perugia - Universita' per stranieri,Umbria,C,M,>= 55,4
2024,05403,Perugia - Universita' per stranieri,Umbria,C,F,45 - 54,2
2024,05403,Perugia - Universita' per stranieri,Umbria,D,M,45 - 54,1
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,45 - 54,17
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,M,45 - 54,108
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,45 - 54,7
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,35 - 44,12
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,>= 55,2
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,< 35,42
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,45 - 54,3
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,35 - 44,21
2024,05601,Viterbo - Universita' della Tuscia,Lazio,B,M,>= 55,38
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,< 35,53
2024,05601,Viterbo - Universita' della Tuscia,Lazio,B,M,35 - 44,15
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,35 - 44,31
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,>= 55,10
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,< 35,15
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,45 - 54,17
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,35 - 44,24
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,>= 55,10
2024,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,< 35,11
2024,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,F,35 - 44,1
2024,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,>= 55,2
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,F,35 - 44,8
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,M,>= 55,131
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,M,< 35,9
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,F,45 - 54,1
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,F,35 - 44,12
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,F,< 35,4
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,M,45 - 54,11
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,M,35 - 44,4
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,F,< 35,23
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,F,45 - 54,6
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,F,35 - 44,6
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,M,45 - 54,21
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,M,35 - 44,4
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,M,>= 55,44
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,F,45 - 54,4
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,F,>= 55,8
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,M,45 - 54,1
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,M,35 - 44,6
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,M,>= 55,5
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,F,35 - 44,3
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,M,35 - 44,3
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,M,>= 55,1
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,45 - 54,4
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,35 - 44,2
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,>= 55,2
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,< 35,2
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,M,45 - 54,8
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,M,35 - 44,6
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,F,45 - 54,4
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,F,35 - 44,5
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,F,>= 55,10
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,M,45 - 54,2
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,M,>= 55,13
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,F,45 - 54,2
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,F,>= 55,3
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,M,35 - 44,8
2024,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,M,< 35,38
2024,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,M,>= 55,6
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,45 - 54,69
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,F,>= 55,16
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,45 - 54,6
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,35 - 44,57
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,>= 55,9
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,< 35,114
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,45 - 54,9
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,35 - 44,56
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,M,< 35,4
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,< 35,120
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,M,35 - 44,3
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,35 - 44,87
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,>= 55,75
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,< 35,33
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,45 - 54,47
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,35 - 44,69
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,>= 55,57
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,< 35,17
2024,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,>= 55,3
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,< 35,5
2024,05814,Roma - Universitas telematica Mercatorum,Lazio,A,F,45 - 54,6
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,F,< 35,5
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,45 - 54,2
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,35 - 44,7
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,>= 55,1
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,< 35,2
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,45 - 54,1
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,F,45 - 54,6
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,>= 55,1
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,M,>= 55,22
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,M,45 - 54,10
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,M,35 - 44,6
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,M,>= 55,10
2024,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,F,45 - 54,11
