ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,Genere,ISC
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,9,Health and welfare,F,6770
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,9,Health and welfare,M,3249
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,1,Education,F,88
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,1,Education,M,12
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,2,Arts and humanities,F,2768
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,2,Arts and humanities,M,1176
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,3728
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,1805
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,4,"Business, administration and law",F,1215
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,4,"Business, administration and law",M,1223
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,1490
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,1310
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,113
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,355
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,1597
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,3590
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,31
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,13
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,9,Health and welfare,F,585
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale,9,Health and welfare,M,184
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,1,Education,F,114
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,1,Education,M,8
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,3598
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,1795
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,2062
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,1481
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,7118
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,4090
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,1,Education,F,2
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,2,Arts and humanities,F,817
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,2,Arts and humanities,M,253
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,3,"Social sciences, journalism and information",F,425
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,3,"Social sciences, journalism and information",M,1240
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,4,"Business, administration and law",F,388
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,4,"Business, administration and law",M,442
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,5,"Natural sciences, mathematics and statistics",F,806
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,5,"Natural sciences, mathematics and statistics",M,365
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,7,"Engineering, manufacturing and construction",F,93
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,7,"Engineering, manufacturing and construction",M,269
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,416
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,893
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,2,Arts and humanities,F,253
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,2,Arts and humanities,M,62
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,61
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,56
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,4,"Business, administration and law",F,126
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,4,"Business, administration and law",M,161
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,117
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,59
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,10
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,26
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,116
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,155
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale Ciclo Unico,2,Arts and humanities,F,46
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,10
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,281
2017/2018,05601,Viterbo - Universita' della Tuscia,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,160
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea,2,Arts and humanities,F,78
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea,2,Arts and humanities,M,51
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea,3,"Social sciences, journalism and information",F,213
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea,3,"Social sciences, journalism and information",M,138
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea Magistrale,2,Arts and humanities,F,197
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea Magistrale,2,Arts and humanities,M,77
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea Magistrale,3,"Social sciences, journalism and information",F,126
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea Magistrale,3,"Social sciences, journalism and information",M,55
2017/2018,05403,Perugia - Universita' per stranieri,Umbria,Laurea Magistrale,4,"Business, administration and law",F,1
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,1,Education,F,560
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,1,Education,M,65
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,2,Arts and humanities,F,1038
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,2,Arts and humanities,M,451
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,3,"Social sciences, journalism and information",F,1824
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,3,"Social sciences, journalism and information",M,885
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,4,"Business, administration and law",F,968
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,4,"Business, administration and law",M,1080
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,5,"Natural sciences, mathematics and statistics",F,1101
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,5,"Natural sciences, mathematics and statistics",M,749
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,6,Information and Communication Technologies (ICTs),F,46
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,6,Information and Communication Technologies (ICTs),M,413
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,7,"Engineering, manufacturing and construction",F,255
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,7,"Engineering, manufacturing and construction",M,1061
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,491
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,665
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,9,Health and welfare,F,1103
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea,9,Health and welfare,M,410
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,1,Education,F,139
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,1,Education,M,20
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,2,Arts and humanities,F,315
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,2,Arts and humanities,M,117
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,3,"Social sciences, journalism and information",F,312
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,3,"Social sciences, journalism and information",M,209
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,4,"Business, administration and law",F,234
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,4,"Business, administration and law",M,250
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,482
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,295
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,6
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,45
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,120
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,351
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,83
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,107
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,9,Health and welfare,F,199
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale,9,Health and welfare,M,148
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,1,Education,F,537
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,1,Education,M,34
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,678
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,364
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,176
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,168
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,268
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,132
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1875
2017/2018,05401,Perugia - Universita' degli studi,Umbria,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1175
2017/2018,05202,Siena - Universita' per stranieri,Toscana,Laurea,2,Arts and humanities,F,1482
2017/2018,05202,Siena - Universita' per stranieri,Toscana,Laurea,2,Arts and humanities,M,349
2017/2018,05202,Siena - Universita' per stranieri,Toscana,Laurea Magistrale,2,Arts and humanities,F,188
2017/2018,05202,Siena - Universita' per stranieri,Toscana,Laurea Magistrale,2,Arts and humanities,M,52
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,1,Education,F,380
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,1,Education,M,48
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,2,Arts and humanities,F,1103
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,2,Arts and humanities,M,459
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,3,"Social sciences, journalism and information",F,761
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,3,"Social sciences, journalism and information",M,879
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,4,"Business, administration and law",F,662
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,4,"Business, administration and law",M,764
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,5,"Natural sciences, mathematics and statistics",F,648
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,5,"Natural sciences, mathematics and statistics",M,439
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,6,Information and Communication Technologies (ICTs),F,1
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,6,Information and Communication Technologies (ICTs),M,9
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,7,"Engineering, manufacturing and construction",F,142
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,7,"Engineering, manufacturing and construction",M,432
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,9,Health and welfare,F,1010
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea,9,Health and welfare,M,383
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,1,Education,F,71
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,1,Education,M,7
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,2,Arts and humanities,F,333
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,2,Arts and humanities,M,187
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,3,"Social sciences, journalism and information",F,378
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,3,"Social sciences, journalism and information",M,303
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,4,"Business, administration and law",F,456
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,4,"Business, administration and law",M,657
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,360
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,229
2017/2018,05201,Siena - Universita' degli studi,Toscana,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,57
