ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,Genere,ISC
2017/2018,05815,Roma - Universita' telematica Niccolò Cusano (gia' UNISU),Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,313
2017/2018,05815,Roma - Universita' telematica Niccolò Cusano (gia' UNISU),Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1562
2017/2018,05815,Roma - Universita' telematica Niccolò Cusano (gia' UNISU),Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,2517
2017/2018,05814,Roma - Universitas telematica Mercatorum,Lazio,Laurea,4,"Business, administration and law",F,252
2017/2018,05814,Roma - Universitas telematica Mercatorum,Lazio,Laurea,4,"Business, administration and law",M,1328
2017/2018,05814,Roma - Universitas telematica Mercatorum,Lazio,Laurea Magistrale,4,"Business, administration and law",F,74
2017/2018,05814,Roma - Universitas telematica Mercatorum,Lazio,Laurea Magistrale,4,"Business, administration and law",M,197
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,2,Arts and humanities,F,339
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,2,Arts and humanities,M,228
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,3,"Social sciences, journalism and information",F,2542
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,3,"Social sciences, journalism and information",M,1826
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,4,"Business, administration and law",F,840
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,4,"Business, administration and law",M,1425
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,7,"Engineering, manufacturing and construction",F,377
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea,7,"Engineering, manufacturing and construction",M,2855
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,187
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,82
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale,4,"Business, administration and law",F,48
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale,4,"Business, administration and law",M,65
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,105
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,378
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,97
2017/2018,05813,"Roma - Universita' telematica internazionale ""UNINETTUNO""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,130
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea,2,Arts and humanities,M,3
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea,3,"Social sciences, journalism and information",F,249
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea,3,"Social sciences, journalism and information",M,64
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea,4,"Business, administration and law",F,55
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea,4,"Business, administration and law",M,128
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale,2,Arts and humanities,M,1
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,122
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,53
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale Ciclo Unico,1,Education,F,149
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale Ciclo Unico,1,Education,M,7
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,77
2017/2018,05812,Roma - Universita' Europea,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,66
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea,3,"Social sciences, journalism and information",F,257
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea,3,"Social sciences, journalism and information",M,278
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea,4,"Business, administration and law",F,175
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea,4,"Business, administration and law",M,260
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale,2,Arts and humanities,F,4
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale,2,Arts and humanities,M,4
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,99
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,91
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale,4,"Business, administration and law",F,57
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale,4,"Business, administration and law",M,59
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,195
2017/2018,05811,"Roma - Universita' telematica ""Unitelma Sapienza""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,160
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,1,Education,F,558
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,1,Education,M,92
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,2,Arts and humanities,F,434
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,2,Arts and humanities,M,182
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,3,"Social sciences, journalism and information",F,1353
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,3,"Social sciences, journalism and information",M,1213
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,4,"Business, administration and law",F,373
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,4,"Business, administration and law",M,464
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,7,"Engineering, manufacturing and construction",F,144
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,7,"Engineering, manufacturing and construction",M,1409
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,19
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,88
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,9,Health and welfare,F,25
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea,9,Health and welfare,M,4
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,1,Education,F,147
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,1,Education,M,17
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,2,Arts and humanities,F,363
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,2,Arts and humanities,M,62
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,580
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,404
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,4,"Business, administration and law",M,1
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,67
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,466
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,2
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,10
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale,9,Health and welfare,F,5
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,333
2017/2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,347
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea,2,Arts and humanities,F,386
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea,2,Arts and humanities,M,84
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea,3,"Social sciences, journalism and information",F,3
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea,3,"Social sciences, journalism and information",M,1
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea,4,"Business, administration and law",F,49
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea,4,"Business, administration and law",M,83
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea Magistrale,2,Arts and humanities,F,415
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea Magistrale,2,Arts and humanities,M,59
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,7
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,4
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea Magistrale,4,"Business, administration and law",F,144
2017/2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,Laurea Magistrale,4,"Business, administration and law",M,67
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea,5,"Natural sciences, mathematics and statistics",F,238
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea,5,"Natural sciences, mathematics and statistics",M,70
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea,7,"Engineering, manufacturing and construction",F,118
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea,7,"Engineering, manufacturing and construction",M,137
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea,9,Health and welfare,F,132
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea,9,Health and welfare,M,42
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,104
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,11
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,110
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,109
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,386
2017/2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,323
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,1,Education,F,2676
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,1,Education,M,286
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,2,Arts and humanities,F,3495
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,2,Arts and humanities,M,1653
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,3,"Social sciences, journalism and information",F,1946
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,3,"Social sciences, journalism and information",M,1903
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,4,"Business, administration and law",F,946
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,4,"Business, administration and law",M,1224
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,5,"Natural sciences, mathematics and statistics",F,635
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,5,"Natural sciences, mathematics and statistics",M,512
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,7,"Engineering, manufacturing and construction",F,1008
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,7,"Engineering, manufacturing and construction",M,2852
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,67
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,67
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,9,Health and welfare,F,190
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea,9,Health and welfare,M,29
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,1,Education,F,753
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,1,Education,M,41
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,2,Arts and humanities,F,895
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,2,Arts and humanities,M,488
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,584
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,467
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,4,"Business, administration and law",F,401
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,4,"Business, administration and law",M,486
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,199
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,151
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,613
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,1111
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,9,Health and welfare,F,117
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale,9,Health and welfare,M,7
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale Ciclo Unico,1,Education,F,1345
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale Ciclo Unico,1,Education,M,67
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,2663
2017/2018,05807,Roma - III Universita' degli studi,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,1672
2017/2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,Laurea Magistrale,9,Health and welfare,F,80
2017/2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,Laurea Magistrale,9,Health and welfare,M,115
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea,3,"Social sciences, journalism and information",F,699
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea,3,"Social sciences, journalism and information",M,624
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea,4,"Business, administration and law",F,729
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea,4,"Business, administration and law",M,1467
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,449
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,555
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea Magistrale,4,"Business, administration and law",F,647
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea Magistrale,4,"Business, administration and law",M,1022
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1611
2017/2018,05805,Roma - Luiss Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,1219
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,1,Education,F,145
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,1,Education,M,21
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,2,Arts and humanities,F,173
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,2,Arts and humanities,M,34
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,3,"Social sciences, journalism and information",F,997
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,3,"Social sciences, journalism and information",M,593
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,4,"Business, administration and law",F,109
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,4,"Business, administration and law",M,242
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,9,Health and welfare,F,271
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea,9,Health and welfare,M,33
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,1,Education,F,53
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,1,Education,M,3
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,2,Arts and humanities,F,1
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,480
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,136
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,4,"Business, administration and law",F,38
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,4,"Business, administration and law",M,44
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,9,Health and welfare,F,126
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale,9,Health and welfare,M,15
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale Ciclo Unico,1,Education,F,698
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale Ciclo Unico,1,Education,M,43
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,787
2017/2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,579
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,1,Education,F,683
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,1,Education,M,34
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,2,Arts and humanities,F,1544
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,2,Arts and humanities,M,685
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,3,"Social sciences, journalism and information",F,818
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,3,"Social sciences, journalism and information",M,994
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,4,"Business, administration and law",F,925
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,4,"Business, administration and law",M,1724
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,5,"Natural sciences, mathematics and statistics",F,1159
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,5,"Natural sciences, mathematics and statistics",M,822
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,6,Information and Communication Technologies (ICTs),F,49
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,6,Information and Communication Technologies (ICTs),M,389
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,7,"Engineering, manufacturing and construction",F,1090
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,7,"Engineering, manufacturing and construction",M,2621
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,9,Health and welfare,F,2656
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea,9,Health and welfare,M,1196
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,1,Education,F,156
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,1,Education,M,15
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,2,Arts and humanities,F,436
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,2,Arts and humanities,M,220
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",F,320
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,3,"Social sciences, journalism and information",M,541
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,4,"Business, administration and law",F,522
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,4,"Business, administration and law",M,668
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,545
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,316
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,7
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,32
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,271
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,734
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,9,Health and welfare,F,293
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale,9,Health and welfare,M,214
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,2,Arts and humanities,F,27
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,2
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1144
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,698
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,158
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,100
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1415
2017/2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1043
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,1,Education,F,444
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,1,Education,M,33
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,2,Arts and humanities,F,9097
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,2,Arts and humanities,M,3927
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,3,"Social sciences, journalism and information",F,5370
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,3,"Social sciences, journalism and information",M,3587
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,4,"Business, administration and law",F,2275
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,4,"Business, administration and law",M,2458
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,5,"Natural sciences, mathematics and statistics",F,4174
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,5,"Natural sciences, mathematics and statistics",M,3772
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,6,Information and Communication Technologies (ICTs),F,160
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,6,Information and Communication Technologies (ICTs),M,1216
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,7,"Engineering, manufacturing and construction",F,3273
2017/2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,Laurea,7,"Engineering, manufacturing and construction",M,7048
